"ISSN"
"01215469"
"16579534, 01208322"
"1528008X"
"21959706"
"17539129, 17539137"
"21629536, 1932202X"
"15420981, 15420973"
"15581578, 00189499"
"10662316, 19361351"
"00469750, 20500416"
"1547691X, 15476901"
"00922102, 1526551X"
"2329924X"
"15327051, 07370024"
"13875868"
"15700755"
"14699486, 0309877X"
"19348282, 19348290"
"00068047"
"15377385, 08949115"
"20440375, 13548166"
"15524485, 0033569X"
"10550887"
"14320444, 01795376"
"00029629"
"00328855, 15527522"
"23324252, 23324260"
"15433072, 10566716"
"21938407, 15122891"
"21908516, 21908508"
"10538712, 15470679"
"21999260, 21999279"
"03256197, 17535352"
"87563894"
"-"
"23259582, 23259574"
"21999023, 21999031"
"15513793, 15513777"
"24712566, 24712574"
"15432793, 08884781"
"02751100"
"15309304, 10636560"
"00914169"
"21905444"
"21643970, 21643962"
"1060071X"
"10473203"
"15422224, 10672516"
"-"
"-"
"15288919, 07424795"
"15361241, 15582639"
"10988793, 07366825"
"19388969, 19417322"
"19391242, 19391234"
"00384038"
"15526526, 0261927X"
"23299231"
"19481985, 19481993"
"21612234"
"15739260, 00374466"
"0278095X, 15736547"
"21604711, 2160472X"
"15462366"
"18734022, 09583947"
"00221198"
"-"
"10909451, 10909443"
"10910344, 15322483"
"19440057, 19440049"
"1532530X, 10640266"
"00033197, 19401574"
"00346748, 10897623"
"14466368"
"15209202"
"20901399, 20901380"
"00219924, 18737994"
"08894655, 15505049"
"15458504, 15458490"
"-"
"-"
"07357036, 19392087"
"1474774X, 14747731"
"1573076X, 0165005X"
"-"
"15331601, 01926233"
"15578585, 15396851"
"-"
"01720643, 14321971"
"14321750, 03412040"
"01620134, 18733344"
"19450826, 1049510X"
"00138029"
"24726311, 24726303"
"15377857, 15377865"
"21563950"
"10960309, 00032697"
"19475535, 19475543"
"00905917, 15527476"
"08852308, 10958363"
"21697574"
"10961194, 08908508"
"10492089, 15486869"
"21658765"
"23767642"
"-"
"21541647"
"09594973, 14735741"
"09675868, 15322653"
"0149645X"
"01617346, 10960910"
"17514258, 17514266"
"15276988"
"20902735, 20902727"
"10627197, 15326977"
"24518654"
"15733319, 10531890"
"00029300"
"20953127, 21953597"
"0038075X, 15389243"
"19391323, 07357028"
"21520712, 21520704"
"10760342, 1943555X"
"00754242, 15525457"
"19361661, 19361653"
"15551423"
"00983063"
"01978462, 1521186X"
"17461553, 03093646"
"00927872, 15324125"
"1949100X, 19490992"
"00405841, 15430421"
"1551806X, 21636958"
"01635581, 15327914"
"23813121, 01626434"
"14401703, 09123814"
"15732789, 00103853"
"15571955"
"10964762"
"23569336, 23569344"
"15414469, 00207314"
"15496929, 0038366X"
"0272930X, 15350266"
"10598405, 15468364"
"10434542, 15328457"
"1687630X, 16876121"
"21539553, 1556486X"
"00074977"
"21592527, 21592535"
"17519020"
"10636854"
"00280283"
"15208524, 00014966"
"07347332, 15407586"
"0026265X"
"15289044, 10437398"
"14321378, 09332790"
"00219568, 15205134"
"15372073"
"-"
"00652687"
"25766422"
"23265531, 23265523"
"15389847, 00296562"
"15488675, 02755947"
"10551360"
"02643758"
"02721732"
"21920567"
"14371006, 00059900"
"00405825"
"15409635, 01494929"
"07339488"
"00020443, 15390721"
"15524973, 15524981"
"08946507, 15582345"
"20901372, 20901364"
"10954333, 10512004"
"16879260, 16879279"
"0046225X, 19382936"
"10682341"
"18347819, 00450421"
"12269239"
"15324303, 02770903"
"08858985"
"21647860"
"15578976, 08828245"
"19389027, 15266133"
"00206539"
"13142828"
"19404026, 08964289"
"19399154, 00139157"
"16877063, 16877071"
"00986283, 15328023"
"19367163, 00336572"
"10991476, 01704214"
"-"
"10784519, 19343418"
"00917648"
"00340561"
"0030770X, 15734889"
"15500594"
"21911363"
"19434480, 19434472"
"0924865X, 15737179"
"00224510, 17485827"
"01655515, 17416485"
"15503267, 01489917"
"02730979, 10889485"
"15208532, 10847529"
"10409165"
"19463960, 19463952"
"01479563, 15273288"
"19506945, 12949361"
"21506779, 21506787"
"15343189, 10928464"
"19466226"
"23333936"
"15575144, 07342829"
"08876266, 10990488"
"21588341, 21588333"
"14724421, 09575146"
"00652598"
"-"
"15572862"
"-"
"00238309, 17566053"
"15456943, 00979740"
"01912917"
"00108367, 14603691"
"15333175"
"-"
"03622525, 10974687"
"15269914"
"00144894, 10902449"
"10548807, 18791336"
"23146141, 23146133"
"-"
"15288951, 01480731"
"18790054, 07397240"
"10628606"
"08959285, 15327043"
"00030481"
"22110690, 22110682"
"19435584, 10840699"
"10778306, 17447410"
"-"
"10784659, 15505022"
"10880224, 10961860"
"19305346, 19305338"
"19448171"
"23798920, 23798939"
"19401906, 01615440"
"00049441, 20505884"
"-"
"15353508, 15360121"
"17475457, 01416421"
"07448481"
"-"
"13291947, 17474477"
"13694332"
"-"
"10969934, 02707314"
"21541671, 21541663"
"1937710X, 10623264"
"00021962, 14350645"
"0889325X"
"10949054"
"19322909, 19322917"
"14698676, 09640282"
"22148051, 22148043"
"00112240, 10902392"
"10691316, 15452530"
"05704928, 1520569X"
"08857482, 15732851"
"-"
"00493155"
"15524558, 00957984"
"15326551, 10713581"
"22126287"
"17088267, 10815589"
"00221856, 14729296"
"19308833"
"14752743, 02660032"
"14735873, 09558829"
"00323195, 1538165X"
"00242527"
"07339437, 19434774"
"10638652, 1543267X"
"10408401"
"15307905, 15590259"
"15504859"
"21957177, 21957185"
"10948074, 19353952"
"19412452, 08845336"
"15393585, 15479714"
"21629501, 01623532"
"00017701, 15729532"
"00653101, 18781926"
"-"
"10568719"
"1552695X, 15347354"
"14745151"
"10959319, 00262862"
"10590501, 15324095"
"-"
"15441016, 10599630"
"15590119, 15348644"
"00297828, 15339866"
"00180831"
"21630402, 21630933"
"15590488, 1559047X"
"-"
"23806567"
"19450516, 19450524"
"15230430, 19384246"
"18671314, 18671306"
"10970010, 00225142"
"15327744, 10919392"
"15571912, 15571920"
"15432688, 10658483"
"-"
"15320456, 18781659"
"10958355, 10656995"
"15381927"
"10499091"
"23805013, 23805005"
"19346093, 15618625"
"21680450"
"10538151"
"-"
"15504271, 15504263"
"15227278, 15204081"
"-"
"15536467, 00029459"
"19412703, 19412711"
"17588251, 1758826X"
"21674329"
"20532733"
"00360279, 14684829"
"07217595, 14358107"
"10989021, 02718235"
"00294527, 19390726"
"1070485X"
"1077291X"
"18788769, 18788750"
"13603108, 14607018"
"00242519, 1549652X"
"23302933, 23302925"
"01487043, 15363708"
"1936900X, 19369018"
"00832014"
"15205363"
"15729230, 08949840"
"19423454, 19423462"
"15738744, 1567567X"
"14927535"
"15314332, 10956433"
"10556656, 15451569"
"02761467"
"21686734"
"1542233X, 15422321"
"15496325, 15496333"
"20571577"
"00287881"
"00221147, 17503841"
"15526127, 10901981"
"10811710"
"21651442, 21651434"
"15526836, 00977004"
"10775463, 17412986"
"10946950, 15590747"
"1095922X, 01401963"
"22115463"
"08874034, 15523586"
"18791131, 0738081X"
"10960961, 10799796"
"19301855"
"21573999"
"19433654, 00201324"
"15413721, 10476938"
"15235882, 15235890"
"-"
"15488659, 00028487"
"10962964, 15578674"
"01761714, 1432217X"
"15283933, 10918531"
"15579964, 15455963"
"15205215, 10895639"
"00222917"
"1530437X"
"14735695, 09699546"
"15288994, 01950738"
"15525481, 0192513X"
"-"
"15554139, 15554120"
"-"
"14320940, 01764276"
"14440938, 08164622"
"19321864, 19321872"
"2287903X, 22878882"
"10988823"
"15322122, 14623889"
"15343081, 15313433"
"01987569"
"15583066, 15583058"
"03195724, 1708945X"
"15432920, 08998493"
"15206017, 00223549"
"15525007, 15525015"
"15526879, 00218863"
"15523543, 08912424"
"01884409"
"23529520"
"1545004X, 08941130"
"19447515, 19447558"
"16877977, 16877969"
"15507041, 15507033"
"21553165, 1559128X"
"15274764"
"03795721, 15648265"
"21512426, 10155759"
"19458932, 19458924"
"00415650"
"10989048, 10693424"
"19457928"
"-"
"00431745, 15502759"
"00099201, 15325520"
"1557783X, 10758216"
"10897801"
"24701343"
"01988859, 18791166"
"15458547"
"17427150, 17427169"
"10762752"
"19435819, 01464833"
"14321785, 00252611"
"24699896"
"15299740, 15299732"
"15387151, 02771691"
"07309295, 21635226"
"10982280, 08936692"
"-"
"10990518, 0887624X"
"11399791, 08932174"
"15324222, 08982112"
"17446880, 17446872"
"1745459X, 08878250"
"19440405, 19440391"
"-"
"24725552, 24725560"
"15457206, 00333182"
"10739688, 15498719"
"08887985, 15587959"
"17421241, 13685031"
"07331347"
"0162220X, 15389804"
"15523381, 00027642"
"1868808X, 18688071"
"13602357"
"08933189"
"10887679"
"21905142, 16183169"
"15427625, 10572252"
"10577157, 19410158"
"14791838, 14720817"
"1099114X, 0363907X"
"14603667, 09516298"
"10580360, 15589110"
"13504827, 14698080"
"10958673, 00224804"
"10963626, 00219614"
"18750281"
"00063525, 10970282"
"23253444, 23267186"
"03098168"
"10988785, 07351631"
"00029254"
"00318884, 23302968"
"15504786"
"2213333X, 22133348"
"20518811, 20518803"
"18790909, 01410229"
"09528369, 14697998"
"08921997, 18734588"
"15324311, 08820139"
"01496115"
"20950462, 20950470"
"23523441"
"-"
"23294310, 23294302"
"15403602, 00918369"
"08035253, 16512227"
"15564681"
"19435460, 0733950X"
"15577465, 10799907"
"19400675, 00220671"
"02681315, 14735857"
"00221201, 19383746"
"15334023, 01602446"
"09354964, 14322250"
"10907807"
"07311214, 15338673"
"-"
"02738570, 15579263"
"10530819, 15733513"
"15402010, 15402002"
"-"
"00393606, 19366167"
"15327868, 10926488"
"02763877"
"00405809, 10960325"
"00224294, 19450095"
"07435584, 15526895"
"15431851, 10474838"
"07407459"
"21617201, 19465319"
"16139860, 18696716"
"01611461, 15589129"
"19422962, 19422970"
"21960739"
"10960945, 00144800"
"00913057, 18735177"
"19417527, 19417519"
"15322785, 01434179"
"10778926, 10971440"
"15384721"
"08906238, 18731708"
"1553524X, 15313492"
"19362447, 19362455"
"1528901X, 00982202"
"15588009, 10504753"
"19300212, 10946470"
"15407144, 08841241"
"17412730, 14748851"
"21522650, 21522669"
"00452068, 10902120"
"19411197, 19391390"
"02684705, 15317080"
"19359772, 19359780"
"13682822, 14606984"
"07384602"
"23660058, 2366004X"
"17088240, 14964155"
"2199384X, 21993858"
"-"
"15558592, 15476278"
"-"
"21568731, 21568693"
"15362310, 15578100"
"10695869, 15315851"
"1525822X"
"00018368"
"10730516, 15577325"
"14388677, 14358603"
"21586578, 2158656X"
"21613311"
"1297966X, 12864560"
"10982140"
"15268004, 15264564"
"10970037, 00283045"
"02666138, 15323099"
"00219142, 21950571"
"00219029, 15591816"
"00189197"
"15417808, 15417794"
"23727330, 23727322"
"15734919, 03008177"
"15327841, 1091367X"
"19364776, 10456767"
"-"
"15487733"
"19305311, 1930532X"
"08901171"
"-"
"19387849"
"08903344, 15525732"
"15523926, 0193841X"
"15432785, 07411235"
"18790739, 02715317"
"00189375"
"08836353, 15206548"
"19485204"
"02732300, 10960295"
"19432755, 08999546"
"1532950X, 01613499"
"10769242, 10990909"
"24521094"
"15323005, 15322998"
"15524604, 00912700"
"10956840, 00166480"
"21604150"
"10945539, 15229629"
"07403224"
"15481387, 07455194"
"15388239, 15388220"
"10960791, 10511377"
"14661268, 13558145"
"14617277, 13591053"
"15525465, 10704965"
"19383703, 00218855"
"15279995, 00904295"
"14735636, 09608931"
"10445498"
"22138463"
"10969071, 01466615"
"19430647, 19430655"
"19348584, 19348576"
"15307972, 10996362"
"10730451"
"23299185"
"15375129, 15375110"
"16066359, 14767392"
"10384111, 17447941"
"0015198X"
"19317204"
"00295639, 1943748X"
"10900535"
"15568253, 15568342"
"10600280, 15426270"
"00404411"
"15350665, 00978507"
"07474938, 15324168"
"21647712"
"1533385X, 00011452"
"01600176, 15526925"
"00954616, 14320606"
"20394128, 2039411X"
"10512284, 15526569"
"00426601"
"10974067, 10689613"
"15346285, 15272737"
"15731642, 10838155"
"20420196, 20420188"
"16094069"
"16129202"
"02275910, 21512396"
"23800194, 23800186"
"21623279, 21579032"
"15334058, 15412016"
"0093691X, 18793231"
"10500545, 21573107"
"10575219"
"19339747"
"15733890, 15733882"
"10526773, 17456614"
"15253163, 00218812"
"20588585"
"0196206X, 15367312"
"18655025, 18655033"
"1532480X, 10888691"
"10500472, 07380666"
"10415505"
"15351084, 15591174"
"15562956, 15562948"
"23294884, 23294892"
"10408703, 1531698X"
"00072745"
"20901240, 20901259"
"14644177, 17517648"
"18735150, 08878994"
"09630643, 14736586"
"00472425, 15372537"
"00081221"
"-"
"00241164, 15023931"
"00224391, 17461561"
"-"
"13260200, 17536405"
"15338665, 01956086"
"0094730X, 1873801X"
"15590097, 10463976"
"10353046, 18382673"
"10778012, 15528448"
"14763524, 10298428"
"17549965, 17549957"
"07339453"
"10873562"
"14350661, 03615995"
"15389235, 10405488"
"03852407"
"10790969, 21504113"
"15327086"
"15422119"
"01640275, 15527573"
"15525708, 08919887"
"10898611, 10898603"
"15205045, 08885885"
"00652113"
"10486682, 15427854"
"17487692, 08240469"
"07319487, 2168376X"
"15411559"
"01968092, 10969101"
"17457289"
"03009491"
"14363259, 14363240"
"15512916, 00027820"
"07339429, 19437900"
"21931127"
"15361632, 18602002"
"00208523, 14617226"
"0954691X, 14735687"
"10253866, 1477223X"
"20472927, 20472919"
"00652725"
"19337191, 19337205"
"-"
"10735623, 15431940"
"00797421"
"18695868, 00212148"
"15316971, 10705287"
"19411022"
"13590987"
"10550496, 15210391"
"2051817X"
"1554477X"
"15736881, 0145479X"
"05753317"
"24754455"
"08920362, 18729738"
"08950172, 15457222"
"21565333, 2156535X"
"19411766"
"15246175, 17517176"
"19314523, 19314531"
"1066033X"
"15505030, 03616274"
"1522726X, 15221946"
"10991824, 10954244"
"10957146, 08954801"
"15253171, 00325791"
"24725730"
"10960015, 02727714"
"-"
"19362293, 10641297"
"19476035, 19476043"
"00030090"
"15516865, 15516857"
"24686530"
"10961658, 0022314X"
"15384632, 00167363"
"09523278"
"15329194"
"17530407, 17530393"
"15586847"
"2044835X, 0261510X"
"19428537, 00419907"
"87556863, 10990496"
"19328036"
"03603997, 15732576"
"1040872X, 1473656X"
"23263601, 23263598"
"10982752, 07381085"
"19427905, 19427891"
"19391382"
"00915521"
"24723452"
"16878450, 16878469"
"20420099, 20908040"
"01968858, 10902074"
"18662625, 18662633"
"08862605"
"13227130, 17550238"
"-"
"15736598, 08949867"
"14347636, 14345021"
"23314737"
"15200426, 07390572"
"10510443, 15357732"
"08946566, 15404129"
"18784119, 10105182"
"15205207, 15206106"
"00189340"
"10735615, 15431916"
"10960333, 0041008X"
"00313998, 15300447"
"10411135, 19410174"
"10429832, 10982418"
"19322968"
"21905479, 21905452"
"21601852"
"15326934, 10400419"
"23299215, 23299207"
"-"
"02752565, 10982345"
"00011541, 15475905"
"15442217, 03009858"
"24700045, 24700053"
"-"
"14247755, 16626370"
"10974598, 0148639X"
"10833021, 15737039"
"15732711, 10238883"
"15255050, 15255069"
"23335084"
"00113204, 15375382"
"07332467, 15206777"
"03801330"
"01631918"
"15733688, 10530487"
"2156342X"
"20438206, 20438214"
"0006291X, 10902104"
"00308730"
"1618727X, 08971889"
"1553118X, 15531198"
"1095998X, 01956671"
"08975264, 15433382"
"15320073, 15320081"
"15592731, 15592723"
"-"
"15507424"
"00221554, 15515044"
"15587673"
"16147065, 1001604X"
"07302312, 10974644"
"00337587, 19385404"
"00237639, 15438325"
"0889504X, 15288900"
"19412460, 00030651"
"15344436, 10811206"
"15588211, 1558822X"
"15317013, 10872418"
"1879114X, 01492918"
"10950680, 15334112"
"20952201, 2095221X"
"19379234, 19328184"
"15415856"
"07357907, 15324192"
"10818510, 23801751"
"15228916, 15229076"
"1939151X, 15249220"
"19336969, 19336950"
"19318405, 08892229"
"1359107X, 20448287"
"15273296, 01966553"
"15528499, 0044118X"
"1434601X, 14346001"
"15300897"
"1873507X, 00319384"
"10982426, 0749159X"
"21619549, 21619565"
"-"
"-"
"21678359"
"20411006, 20411014"
"10445463, 15578992"
"15574644, 03625915"
"10668888, 0949877X"
"10991719, 09680802"
"21563381"
"15340392"
"20487207, 20487193"
"15413780, 00472816"
"08887543, 10898646"
"01937235, 15527638"
"0885579X, 19432763"
"15287505, 15287483"
"21642591"
"15415015"
"15568873, 15568881"
"10934715, 10939946"
"15503585"
"15586898, 15586901"
"21568952, 21568944"
"21525080, 21525099"
"21640572"
"1526954X, 1526968X"
"24519944"
"10768971"
"02734753, 15526550"
"10709932"
"15491684"
"-"
"19343639, 19343647"
"00953997, 15523039"
"15736970, 09275940"
"-"
"08874476, 10982396"
"10927875, 15736628"
"07339399"
"00048038"
"1769714X, 12864579"
"21645701, 21645698"
"10723714, 15300374"
"03642313, 14322323"
"24721972"
"09015027"
"15283976, 10715754"
"15731561, 00980331"
"10864415, 15579301"
"15736792, 08960267"
"-"
"15602281, 10833668"
"-"
"14770873, 02692155"
"00029610, 18791883"
"15222152, 15375293"
"15527395, 08997640"
"25724258, 25724266"
"18790631, 00243205"
"00168092"
"10489002"
"15344320, 15580210"
"23788039"
"10928480, 15343138"
"00333549, 14682877"
"19435533, 08991561"
"10870547, 15571246"
"00950033, 15320936"
"-"
"0017811X"
"15560961, 15416933"
"10902112, 10499644"
"15498328"
"10615806, 14772205"
"-"
"10440305, 18791123"
"08965803"
"07339364"
"01462806, 15356280"
"15470164, 08897077"
"11781653, 11781661"
"08822689, 15733505"
"10989064, 00946176"
"10626050, 1938162X"
"09516433, 18728081"
"21620989"
"21576912, 21576904"
"15396746"
"21621934, 21621918"
"21573913, 21573905"
"18791360, 00223999"
"19389655"
"19390084, 07357044"
"00033219"
"22150013"
"00189251"
"15523861, 00110000"
"10732322, 15400514"
"19476027, 19476019"
"19463944, 19463936"
"01979183"
"10781439, 18732496"
"18787290, 11961961"
"15307131, 15312542"
"1537453X, 02773732"
"15526887, 08982643"
"15403459, 15403467"
"07339496"
"24751456"
"18759114, 02770008"
"00189391, 15580040"
"-"
"10970223, 01973851"
"21579288"
"01467875"
"20500521"
"19355149, 19355130"
"14680408, 02674424"
"10570829, 1536481X"
"03619230, 18732747"
"25740970"
"00419494"
"14387573, 15253961"
"09531513, 17414857"
"00039861, 10960384"
"-"
"23527218"
"19452365, 00262285"
"07308566"
"00220221, 15525422"
"15205118, 00218561"
"10960023, 10434666"
"10582916, 1538943X"
"21608407"
"23323493, 23323507"
"15205827, 07437463"
"21645515, 2164554X"
"10994831"
"19480210"
"15737861, 08848971"
"00101958"
"15473287"
"1520586X, 10836160"
"0743684X, 10988947"
"21645760, 21645744"
"15536610, 18689884"
"10959963, 07335210"
"14736543, 10624821"
"-"
"1557900X, 08927790"
"15469530, 15469549"
"10958347, 08908389"
"10871357, 15288935"
"05315565"
"10979891, 00952990"
"10950761"
"16176278, 09396314"
"01902725, 19398999"
"15588033, 10492127"
"02762080, 2154154X"
"15525449, 02724316"
"87559129, 15256103"
"10968644, 00029483"
"00338222"
"20448341, 14760835"
"0147619X, 10959890"
"08944105, 19311559"
"00224065"
"23761032, 23760540"
"-"
"15228037, 1534312X"
"17246059, 11218428"
"15540642, 15540650"
"19383681, 15271404"
"21532176, 21532168"
"1654109X, 14022001"
"15384047, 15558576"
"10869379"
"15347362"
"10946136"
"-"
"14230380, 10104283"
"15299430, 18781632"
"24712531"
"08997667, 1530888X"
"21938253, 21936536"
"10969098, 00224790"
"15570584, 15570576"
"20443994, 20444001"
"10976752, 08895406"
"03617734, 15592863"
"00218936, 15289036"
"10959971, 01956698"
"08913668, 15320987"
"00144835, 10960007"
"1091255X, 18734626"
"15320480, 15320464"
"10580468"
"-"
"02772116, 15364801"
"0890765X, 17480361"
"10715797, 10902465"
"15268209, 19380666"
"17447429, 00063606"
"1530261X"
"15455017, 15455009"
"19375395, 19375387"
"00319023, 15386724"
"00223476, 10976833"
"10709908, 15582361"
"00105422"
"18790070, 07328893"
"15509397, 15509389"
"21620555, 21620563"
"0832610X, 14968975"
"-"
"15210103, 00223565"
"19317883, 19317891"
"19485875"
"03638111"
"01650254, 14640651"
"21905215, 02700794"
"10970347, 10433074"
"18667910, 18667929"
"01633864, 15206025"
"18669964, 18669956"
"15427390"
"23264497, 23264489"
"-"
"00190578"
"15548279, 00135984"
"15374505, 15317129"
"23969881, 23969873"
"0148396X, 00694827"
"08887993, 15587975"
"15442241, 15441873"
"10759964, 10958274"
"01439782, 14679892"
"19317913"
"23339683, 23339691"
"10991166, 08856230"
"01476513, 10902414"
"10960317, 0049089X"
"10976817, 01945998"
"24732400"
"15528618, 07307268"
"15604292, 15604306"
"14761645, 00029637"
"19410921, 19417381"
"18761399"
"21682291"
"15579611, 00189316"
"15226417, 15343111"
"15405826, 09388982"
"08952779, 15432904"
"17582229"
"23255889, 23255897"
"21530416, 01923234"
"15577317, 00010782"
"23739878"
"25784226, 25784218"
"17568765, 17568757"
"15297535, 19473893"
"10450823"
"23290382, 23290390"
"00954470, 10958576"
"14773708"
"14616734, 14692988"
"15737802, 08927537"
"19391676, 08916640"
"15264998, 1526498X"
"15438384, 15438392"
"15526801, 10775587"
"0278016X"
"10903801, 15322149"
"13631950, 15353885"
"08859701, 1550509X"
"10959947, 10504648"
"15448444"
"1532690X, 07370008"
"15217035, 15216616"
"10579249, 10991611"
"19493592, 19493584"
"23732873"
"15391663"
"10408738, 15317021"
"19369743, 19369735"
"-"
"-"
"19392192, 1076898X"
"19320620, 19353227"
"14772566, 14653249"
"15317072, 10705295"
"01959255"
"15571890, 15571904"
"1526484X, 15432742"
"10401334, 15328015"
"00262234"
"15496511, 01956744"
"2373776X"
"10445803"
"02735024, 15432769"
"15528545, 10755470"
"10958622, 08899746"
"15275256, 15402347"
"00104159, 21516227"
"10902147, 02782626"
"19401434"
"-"
"01456008, 15300277"
"19366590, 19366582"
"00127086"
"17487382, 13548565"
"00063363, 15297268"
"10790632, 1573286X"
"-"
"20506406, 20506414"
"19435479, 0742597X"
"03600025, 15732762"
"00942405"
"1531703X, 10408746"
"07323123"
"10982744, 08991987"
"15271927, 03616878"
"15523594, 00938548"
"10775595"
"19400683, 00220973"
"20426976, 20426984"
"2380193X"
"15454290, 00846570"
"0361803X, 15463141"
"10982337, 0096140X"
"1552681X, 0272989X"
"19487193"
"-"
"19343655, 19343663"
"15330028"
"10920684"
"18686982, 18686974"
"19389507, 87569728"
"03054403, 10959238"
"19336918, 19336926"
"00652660"
"23256826, 23256818"
"14653931, 00313025"
"00025100"
"19405480, 1067151X"
"19452403, 01464760"
"14680874, 20413149"
"21925682, 21925690"
"18686958, 18686966"
"15284042, 15346293"
"15327078, 15250008"
"19371888, 19384114"
"19493045"
"07400020, 10959998"
"15384101, 15514005"
"10958630, 03014797"
"19388926"
"10421629, 15566501"
"03009483, 15023885"
"08827974, 19391498"
"15526542, 10564926"
"14744740, 14770881"
"19317565, 19317557"
"1086055X, 19300220"
"-"
"21686092, 21686076"
"1943393X, 19433921"
"15732800, 00040002"
"1549960X, 15499596"
"10840702, 19435592"
"10198385"
"1099145X, 10853278"
"20525206, 20525192"
"00323217, 14679248"
"00903752, 10959904"
"15513068, 1551305X"
"10970045, 02704137"
"23299304, 23299290"
"18733913, 08986568"
"11009233"
"19364954"
"1543270X, 08884773"
"14617285, 02698811"
"10999809, 19390106"
"10773118, 00036951"
"00169862, 19349041"
"00033472, 10958282"
"18762859, 18762867"
"15221563, 03636143"
"16878876, 16878884"
"10505350, 15733602"
"20498772"
"21662525"
"16142241, 16141881"
"1360144X, 14701324"
"19373333, 19411189"
"19324537"
"87552930"
"1096603X, 10635203"
"-"
"15535231, 10780947"
"19391536, 00333204"
"24759953"
"14735598, 02636352"
"1934662X, 19346638"
"15588424"
"19359748"
"19406207, 19406215"
"01491423"
"10957227, 01475967"
"00652164"
"10991492, 09523480"
"15346307, 15233774"
"13679430, 14691795"
"08933200, 19391293"
"15553884, 10522166"
"10960937, 10871845"
"10902155, 0093934X"
"15327647, 15248372"
"01915886, 15733653"
"07413106"
"21508925"
"10706631, 10897666"
"19474040"
"15360652, 15392465"
"15323080, 09609776"
"1931390X, 19313896"
"10967206, 10967192"
"08854122, 15526593"
"23297778"
"10694404"
"1573059X, 09230645"
"23259671"
"19380690, 15257304"
"26293269, 26293277"
"09562478, 17460301"
"10970134, 08873585"
"00189294, 15582531"
"15267598, 00032999"
"00243892"
"15221598, 00223077"
"15733289, 0894587X"
"21980810, 22886206"
"1942969X, 19429681"
"24699934, 24699926"
"15372197, 00029122"
"1755375X, 17553768"
"01931849, 15221555"
"15528286, 08944393"
"24721751"
"02655322, 14770946"
"16875443, 20905904"
"22106359, 22106340"
"03060225"
"10959327, 10447431"
"15253198, 00220302"
"22122672"
"19357524"
"15524531, 07487304"
"15317048, 10656251"
"19335954"
"23288957"
"09269959, 14683083"
"15297845, 00472689"
"10957103, 00219797"
"21694796, 21683492"
"1530891X, 19342403"
"10773142, 1090235X"
"03636135, 15221539"
"18684483, 0868601X"
"15343146, 15233847"
"15523373, 1532673X"
"07439156, 15477207"
"21938229, 21936382"
"08351813, 15327973"
"-"
"15204995, 00062960"
"19424795, 19424787"
"00070998, 20448279"
"15475646, 15475654"
"15338533, 00377791"
"15588017, 01989073"
"19345925"
"0090502X, 15325946"
"15540669, 15540677"
"1759720X, 17597218"
"10902163, 00088749"
"15361225"
"26395274"
"23526734"
"15346269, 15233790"
"15289117, 1540336X"
"00975397, 10957111"
"15579700, 10752730"
"15568334, 15568318"
"21520828, 2152081X"
"17596831, 16744918"
"25740962"
"1545598X"
"10775552"
"10636692"
"19302975"
"15221504, 10400605"
"10900268, 19435614"
"00939994, 19399367"
"01446665, 20448309"
"10529276, 10991654"
"15455955"
"02796015"
"19397089, 15480518"
"15361233"
"19393792, 19393806"
"0893164X"
"20459920, 20459939"
"17585341, 00169013"
"19492553"
"00137227, 19457170"
"1945497X"
"-"
"15210111, 0026895X"
"19368631, 19368623"
"08857474, 15737691"
"15455971"
"23299266, 23299274"
"10944087"
"23339403"
"21525250"
"15462218, 15462226"
"15222586, 10531807"
"00046280, 15383873"
"-"
"15514056, 00440086"
"1552390X, 00139165"
"15353893, 15353907"
"10892680, 19391552"
"15583724, 15583716"
"15411672"
"-"
"10732780"
"15579042, 08977151"
"10988971, 02728087"
"14617269, 09589287"
"10754253"
"15263800"
"00123706, 15300358"
"13556215, 13691600"
"21615861, 21615853"
"23773766"
"21624968"
"10283153"
"10959564, 10747427"
"15249557, 15374513"
"01956108"
"15374521, 01485717"
"10588388, 10970177"
"0003004X, 19453027"
"10579230, 10991050"
"1062726X, 1532754X"
"15375285, 00222186"
"02719142, 15732592"
"01477307, 1573661X"
"10719164, 15328414"
"19307810, 02786133"
"00036900, 10888535"
"-"
"10985522, 00199567"
"00295981, 10970207"
"15579670, 00189480"
"03610128"
"1090820X, 1527330X"
"03622436, 15281159"
"15278999, 15280691"
"21601992"
"-"
"10795014, 17585368"
"21567085"
"20448295, 00071269"
"00992240, 10985336"
"15313468, 15372618"
"10976779, 00165107"
"21630755, 21630763"
"15344827, 15390829"
"23765992"
"15729761, 09212973"
"15513114, 15513122"
"15513963, 15513955"
"19420870, 19420862"
"00225223, 1097685X"
"01931857, 15221547"
"1556679X, 15566811"
"10498923, 10991239"
"01625748, 10907009"
"15582213, 07338724"
"00189545, 19399359"
"23993669"
"03067734, 17515823"
"21622345, 21622337"
"10982264, 10452257"
"00904848, 1099050X"
"07339445"
"15384667, 01960202"
"10959513, 10557903"
"19330693, 00223085"
"10430342, 15577422"
"10428275"
"10986111, 1552745X"
"-"
"03640213, 15516709"
"2161430X, 10776990"
"1477030X, 02692163"
"08929912"
"14736551, 13507540"
"0022362X, 19398549"
"10689265, 15344681"
"00380385"
"10974547, 03604012"
"10506926, 1559002X"
"00029440, 15252191"
"24700010, 24700029"
